Date,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,vt-1,vt-2,vt-3,vt-4,vt-5,vt-6,vt-7,vt-8,vt-9
2020-03-27,268.7200012207031,274.4200134277344,248.32000732421875,254.17999267578125,237.75999450683594,242.0,224.8000030517578,209.1999969482422,225.75999450683594,764940,1792100.0,1722500.0,1758600.0,2088000.0,3159500.0,1738300.0,1885500.0,1701200.0
